time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-05 00:00:00+00:00,2.0,2.0,,
2025-07-07 00:00:00+00:00,,,2.0,2.0
2025-07-16 00:00:00+00:00,,,5.0,1.0
