time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-07 00:00:00+00:00,,,4.0,2.0
2023-09-09 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-09-10 00:00:00+00:00,3.0,2.0,6.0,1.0
2023-09-11 00:00:00+00:00,,,3.0,1.0
2023-09-14 00:00:00+00:00,18.0,1.0,8.0,1.0
2023-09-18 00:00:00+00:00,,,10.0,3.0
2023-09-19 00:00:00+00:00,1.0,1.0,,
