time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-08 00:00:00+00:00,,,22,1
2024-05-13 00:00:00+00:00,1.0,1.0,1,1
2024-05-15 00:00:00+00:00,3.0,1.0,3,1
2024-05-16 00:00:00+00:00,,,1,1
